LegendText,RgbString
"Ustoxic Dystropepts","#609DC6"
"Ustoxic Humitropepts","#F45898"
"Ustoxic Quartzipsamments","#FB5663"
"Ustoxic Tropohumults","#5FB281"
"Vermic Calcixerolls","#60BAA8"
"Vermic Fragiaqualfs","#EA5BDC"
"Vermic Haploxerolls","#5F84CC"
"Vermic Hapludolls","#A85DDF"
"Vermic Natraqualfs","#ED5AC9"
"Vermic Udorthents","#6095C8"
"Vermic Ustorthents","#829D5D"
"Vertic Albaqualfs","#5FAA60"
"Vertic Albaquults","#5FAA61"
"Vertic Argialbolls","#8D985C"
"Vertic Argiaquolls","#856257"
"Vertic Argiborolls","#60B696"
"Vertic Argicryids","#EE5AC3"
"Vertic Argicryolls","#F059B3"
"Vertic Argidurids","#EF5ABC"
"Vertic Argigypsids","#825B56"
"Vertic Argiudolls","#938F5B"
"Vertic Argiustolls","#60B2C1"
"Vertic Argixerolls","#60A7C4"
"Vertic Calciargids","#60B284"
"Vertic Calciudolls","#938F5B"
"Vertic Calciustepts","#60BBAC"
"Vertic Calciustolls","#E95BE0"
"Vertic Calcixerepts","#609AC7"
"Vertic Calcixerolls","#60B58F"
"Vertic Camborthids","#965EDC"
"Vertic Cryaquepts","#F259A4"
"Vertic Cryaquolls","#715ED6"
"Vertic Cryoboralfs","#EE5ABE"
"Vertic Cryoborolls","#608ECA"
"Vertic Duraquolls","#60B8C0"
"Vertic Durargids","#9F5DDD"
"Vertic Durixeralfs","#60B89D"
"Vertic Durixerolls","#E85BE5"
"Vertic Dystropepts","#8F975C"
"Vertic Dystrudepts","#5FAF77"
"Vertic Dystrustepts","#60B4C1"
"Vertic Endoaqualfs","#60AEC2"
"Vertic Endoaquepts","#825A56"
"Vertic Endoaquolls","#60A7C4"
"Vertic Epiaqualfs","#C15DE2"
"Vertic Epiaquepts","#E95BDF"
"Vertic Epiaquolls","#EB5BD4"
"Vertic Epiaquults","#5F7DCD"
"Vertic Eutroboralfs","#815856"
"Vertic Eutrochrepts","#60BBBF"
"Vertic Eutropepts","#8C7759"
"Vertic Eutrudepts","#5FAD6F"
"Vertic Fluvaquents","#60BDBE"
"Vertic Glossocryalfs","#94945B"
"Vertic Glossudalfs","#F45897"
"Vertic Halaquepts","#91965C"
"Vertic Haplaquepts","#76A25E"
"Vertic Haplaquolls","#60B1C2"
"Vertic Haplargids","#F6588B"
"Vertic Haploborolls","#605FD3"
"Vertic Haplocalcids","#5FA95F"
"Vertic Haplocambids","#849C5D"
"Vertic Haplocryalfs","#5FB17F"
"Vertic Haplocryids","#F159AF"
"Vertic Haplocryolls","#859C5D"
"Vertic Haploxeralfs","#8F805A"
"Vertic Haploxerepts","#75A25E"
"Vertic Haploxerolls","#6FA45E"
"Vertic Hapludalfs","#E25CE7"
"Vertic Hapludolls","#866657"
"Vertic Hapludults","#846257"
"Vertic Haplustalfs","#897058"
"Vertic Haplustepts","#5FAD6F"
"Vertic Haplustolls","#60BDBA"
"Vertic Haprendolls","#F3599E"
"Vertic Humitropepts","#855ED9"
"Vertic Humudepts","#845ED9"
"Vertic Molliturbels","#E65CE7"
"Vertic Mollorthels","#F3599B"
"Vertic Nadurargids","#60BEBC"
"Vertic Natraqualfs","#839D5D"
"Vertic Natraquolls","#76A25E"
"Vertic Natrargids","#D55CE5"
"Vertic Natriborolls","#E85BE7"
"Vertic Natridurids","#995EDC"
"Vertic Natrigypsids","#915EDB"
"Vertic Natrixeralfs","#E15CE7"
"Vertic Natrixerolls","#7BA05D"
"Vertic Natrudalfs","#F05AB4"
"Vertic Natrudolls","#60B694"
"Vertic Natrustalfs","#D75CE5"
"Vertic Natrustolls","#60BDBB"
"Vertic Ochraqualfs","#805856"
"Vertic Paleaquults","#609FC6"
"Vertic Paleargids","#F45899"
"Vertic Paleborolls","#825ED9"
"Vertic Paleudalfs","#5FAA63"
"Vertic Paleudolls","#955EDC"
"Vertic Paleudults","#60BAAA"
"Vertic Paleustalfs","#E55CE7"
"Vertic Paleustolls","#60B695"
"Vertic Palexeralfs","#90975C"
"Vertic Palexerolls","#F159AD"
"Vertic Rendolls","#E35CE7"
"Vertic Rhodoxeralfs","#60B591"
"Vertic Torrifluvents","#EA5BDC"
"Vertic Torriorthents","#90975C"
"Vertic Tropaquepts","#60B489"
"Vertic Tropudalfs","#60B592"
"Vertic Udifluvents","#60A8C4"
"Vertic Umbriturbels","#5F7DCD"
"Vertic Umbrorthels","#93955B"
"Vertic Ustifluvents","#8D7B59"
"Vertic Ustochrepts","#5FAB67"
"Vertic Ustorthents","#65A75F"
"Vertic Ustropepts","#6BA55E"
"Vertic Xerochrepts","#835E56"
"Vertic Xerofluvents","#9D5DDD"
"Vitrandic Aquicambids","#915EDB"
"Vitrandic Aquorthels","#795ED7"
"Vitrandic Argiborolls","#835F57"
"Vitrandic Argicryids","#F6588C"
"Vitrandic Argicryolls","#60BCB4"
"Vitrandic Argidurids","#DF5CE6"
"Vitrandic Argigypsids","#EE5ABF"
"Vitrandic Argiudolls","#60BAAB"
"Vitrandic Argiustolls","#805756"
"Vitrandic Argixerolls","#60A1C5"
"Vitrandic Calciargids","#F359A2"
"Vitrandic Calcicryids","#5F7DCD"
"Vitrandic Calcicryolls","#F6588B"
"Vitrandic Calcigypsids","#60B48D"
"Vitrandic Calcixerepts","#8A7259"
"Vitrandic Calcixerolls","#91875A"
"Vitrandic Cryoboralfs","#EB5BD5"
"Vitrandic Cryoborolls","#60A2C5"
"Vitrandic Cryochrepts","#6093C9"
"Vitrandic Cryofluvents","#EA5BD9"
"Vitrandic Cryopsamments","#605FD3"
"Vitrandic Cryorthents","#60A0C6"
"Vitrandic Cryumbrepts","#F95772"
"Vitrandic Durixerepts","#FC565B"
"Vitrandic Durixerolls","#866758"
"Vitrandic Durochrepts","#F6588C"
"Vitrandic Durudepts","#5FA95F"
"Vitrandic Dystrochrepts","#BB5DE2"
"Vitrandic Dystrocryepts","#856257"
"Vitrandic Dystropepts","#815956"
"Vitrandic Dystroxerepts","#8D985C"
"Vitrandic Dystrudepts","#EF5ABD"
"Vitrandic Dystrustepts","#60B389"
"Vitrandic Eutroboralfs","#765ED7"
"Vitrandic Eutrochrepts","#829D5D"
"Vitrandic Eutrocryepts","#609FC6"
"Vitrandic Eutropepts","#856357"
"Vitrandic Eutrudepts","#5FAD6F"
"Vitrandic Fragiboralfs","#9E5DDD"
"Vitrandic Fragiochrepts","#609BC7"
"Vitrandic Fragiudalfs","#A65DDF"
"Vitrandic Fragiudepts","#94955B"
"Vitrandic Fragiumbrepts","#60BCB6"
"Vitrandic Fragixeralfs","#7E5ED8"
"Vitrandic Fragixerepts","#5FAC6A"
"Vitrandic Fraglossudalfs","#FA5768"
"Vitrandic Glossoboralfs","#8A7159"
"Vitrandic Glossocryalfs","#835E57"
"Vitrandic Glossudalfs","#825C56"
"Vitrandic Gypsiargids","#928D5B"
"Vitrandic Gypsicryids","#5FAD6F"
"Vitrandic Haplargids","#60B3C1"
"Vitrandic Haploborolls","#7BA05D"
"Vitrandic Haplocalcids","#60B79A"
"Vitrandic Haplocambids","#60B4C1"
"Vitrandic Haplocryalfs","#856357"
"Vitrandic Haplocryepts","#5FAA61"
"Vitrandic Haplocryids","#896D58"
"Vitrandic Haplocryolls","#93905B"
"Vitrandic Haplodurids","#6BA65E"
"Vitrandic Haplogypsids","#60BAA8"
"Vitrandic Haploxeralfs","#865EDA"
"Vitrandic Haploxerepts","#5F6CD0"
"Vitrandic Haploxerolls","#60BDBA"
"Vitrandic Hapludalfs","#5FAA60"
"Vitrandic Hapludolls","#5FAB66"
"Vitrandic Haplumbrepts","#FB565F"
"Vitrandic Haplustalfs","#60B696"
"Vitrandic Haplustepts","#60B8A1"
"Vitrandic Haplustolls","#8D7C5A"
"Vitrandic Humicryepts","#70A45E"
"Vitrandic Humitropepts","#6FA45E"
"Vitrandic Humixerepts","#928B5B"
"Vitrandic Humudepts","#EA5BD7"
"Vitrandic Humustepts","#FC565C"
"Vitrandic Molliturbels","#7C9F5D"
"Vitrandic Mollorthels","#5F82CC"
"Vitrandic Natrargids","#EC5BCE"
"Vitrandic Natridurids","#805856"
"Vitrandic Natrigypsids","#899A5C"
"Vitrandic Paleargids","#B75DE1"
"Vitrandic Paleboralfs","#D15CE5"
"Vitrandic Palecryalfs","#609BC7"
"Vitrandic Paleudalfs","#725ED6"
"Vitrandic Palexeralfs","#60BABF"
"Vitrandic Palexerolls","#60AAC3"
"Vitrandic Petrocalcids","#6CA55E"
"Vitrandic Petrocambids","#6088CB"
"Vitrandic Petrogypsids","#8D985C"
"Vitrandic Torrifluvents","#F95773"
"Vitrandic Torriorthents","#6A5FD5"
"Vitrandic Torripsamments","#5FA960"
"Vitrandic Troporthents","#615FD3"
"Vitrandic Udifluvents","#F159AB"
"Vitrandic Udorthents","#60BCB5"
"Vitrandic Umbriturbels","#90975C"
"Vitrandic Umbrorthels","#60B590"
"Vitrandic Ustochrepts","#93905B"
"Vitrandic Ustorthents","#5F72CF"
"Vitrandic Xerochrepts","#5FAE70"
"Vitrandic Xerofluvents","#815ED9"
"Vitrandic Xeropsamments","#EC5ACC"
"Vitrandic Xerorthents","#E95BE2"
"Vitrandic Xerumbrepts","#F95770"
"Vitric Duritorrands","#FA576B"
"Vitric Fulvicryands","#EE5ABF"
"Vitric Haplocryands","#8F805A"
"Vitric Haploxerands","#609CC7"
"Vitric Hapludands","#8C7859"
"Vitric Haplustands","#8D5EDB"
"Vitric Melanocryands","#9C5DDD"
"Vitric Melanudands","#886D58"
"Vitric Placudands","#60B387"
"Vitritorrandic Argiustolls","#E75CE8"
"Vitritorrandic Argixerolls","#79A15E"
"Vitritorrandic Durixerolls","#805756"
"Vitritorrandic Haploxerolls","#F259A3"
"Vitritorrandic Haplustolls","#90835A"
"Vitritorrandic Ustorthents","#5F63D2"
"Vitrixerandic Aquicambids","#835D56"
"Vitrixerandic Argicryids","#8A5EDA"
"Vitrixerandic Argidurids","#F059B2"
"Vitrixerandic Argigypsids","#5FAC6B"
"Vitrixerandic Calciargids","#5FAB66"
"Vitrixerandic Calcicryids","#805ED9"
"Vitrixerandic Calcigypsids","#8F975C"
"Vitrixerandic Camborthids","#859C5D"
"Vitrixerandic Durargids","#77A15E"
"Vitrixerandic Durorthids","#60BBAF"
"Vitrixerandic Dystrocryepts","#60BBAD"
"Vitrixerandic Gypsiargids","#835F57"
"Vitrixerandic Gypsicryids","#60B387"
"Vitrixerandic Haplargids","#F75885"
"Vitrixerandic Haplocalcids","#60B48D"
"Vitrixerandic Haplocambids","#8B7459"
"Vitrixerandic Haplocryepts","#8C7659"
"Vitrixerandic Haplocryids","#E15CE7"
"Vitrixerandic Haplodurids","#60ABC3"
"Vitrixerandic Haplogypsids","#E85BE8"
"Vitrixerandic Humicryepts","#889A5C"
"Vitrixerandic Natrargids","#6099C7"
"Vitrixerandic Natridurids","#886D58"
"Vitrixerandic Natrigypsids","#60A4C5"
"Vitrixerandic Paleargids","#60A0C6"
"Vitrixerandic Petrocalcids","#8B7559"
"Vitrixerandic Petrocambids","#60B799"
"Vitrixerandic Petrogypsids","#60AFC2"
"Vitrixerandic Torrifluvents","#F159AC"
"Vitrustandic","#849C5D"
"Xanthic Acroperox","#805756"
"Xanthic Acrudox","#5F5FD3"
"Xanthic Acrustox","#60BAA7"
"Xanthic Eutroperox","#6099C7"
"Xanthic Eutrudox","#5F73CF"
"Xanthic Eutrustox","#C85CE3"
"Xanthic Haploperox","#D75CE5"
"Xanthic Hapludox","#815856"
"Xanthic Haplustox","#825ED9"
"Xanthic Kandiperox","#92965C"
"Xanthic Kandiudox","#8F5EDB"
"Xanthic Kandiustox","#928B5B"
"Xeralfic Haplargids","#775ED7"
"Xeralfic Paleargids","#5F6CD0"
"Xeralfic Paleorthids","#5F63D2"
"Xeralfic Petrocalcids","#5FA95F"
"Xerarents","#EA5BD8"
"Xereptic Haplodurids","#60B5C0"
"Xereptic Petrocryids","#F75884"
"Xerertic Argialbolls","#BC5DE2"
"Xerertic Calciargids","#60BDBE"
"Xerertic Camborthids","#815956"
"Xerertic Haplargids","#5F78CE"
"Xerertic Haplocambids","#608BCA"
"Xerertic Natrargids","#76A25E"
"Xerertic Torriorthents","#5F5FD3"
"Xeric Aquicambids","#609DC6"
"Xeric Argialbolls","#A65DDE"
"Xeric Argicryids","#5FAE73"
"Xeric Argicryolls","#8C7659"
"Xeric Argidurids","#F059B0"
"Xeric Argigypsids","#F4599B"
"Xeric Calciargids","#5FAF74"
"Xeric Calcicryepts","#805656"
"Xeric Calcicryids","#93915B"
"Xeric Calcicryolls","#94955B"
"Xeric Calcigypsids","#5FAD6F"
"Xeric Durandepts","#6CA55E"
"Xeric Duraquerts","#60B9BF"
"Xeric Dystrocryepts","#60B385"
"Xeric Endoaquerts","#EE5AC3"
"Xeric Epiaquerts","#6089CB"
"Xeric Eutrocryepts","#EA5BDA"
"Xeric Glossocryalfs","#8C995C"
"Xeric Gypsiargids","#60BAA8"
"Xeric Haplargids","#60BDBB"
"Xeric Haplocalcids","#76A25E"
"Xeric Haplocambids","#5F70D0"
"Xeric Haplocryalfs","#5FAB64"
"Xeric Haplocryands","#F65889"
"Xeric Haplocryepts","#8E985C"
"Xeric Haplocryids","#5FAF74"
"Xeric Haplocryolls","#60BDB9"
"Xeric Haplodurids","#64A75F"
"Xeric Haplogypsids","#839D5D"
"Xeric Haplohumults","#94945B"
"Xeric Humicryepts","#E95BDF"
"Xeric Kandihumults","#E95BE2"
"Xeric Kanhaplohumults","#EE5AC0"
"Xeric Natrargids","#92965C"
"Xeric Natridurids","#829D5D"
"Xeric Natrigypsids","#8D5EDB"
"Xeric Paleargids","#5F81CC"
"Xeric Palecryalfs","#608CCA"
"Xeric Palecryolls","#5FB078"
"Xeric Palehumults","#859C5D"
"Xeric Petroargids","#5F6DD0"
"Xeric Petrocalcids","#FB5665"
"Xeric Petrocambids","#66A75E"
"Xeric Petrocryids","#835F57"
"Xeric Petrogypsids","#6AA65E"
"Xeric Quartzipsamments","#896E58"
"Xeric Torrifluvents","#F159AE"
"Xeric Torriorthents","#60BBAD"
"Xeric Torripsamments","#90855A"
"Xeric Vitricryands","#995EDD"
"Xerochreptic Calciorthids","#91965C"
"Xerochreptic Camborthids","#60BEBE"
"Xerochreptic Durorthids","#60B9A6"
"Xerochreptic Haplodurids","#91965C"
"Xerochreptic Paleorthids","#EA5BD8"
"Xerofluventic Haplocambids","#D65CE5"
"Xerollic Calciorthids","#60B7C0"
"Xerollic Camborthids","#815856"
"Xerollic Durargids","#765ED7"
"Xerollic Durorthids","#67A75E"
"Xerollic Glossocryalfs","#91965C"
"Xerollic Haplargids","#856257"
"Xerollic Haplocryalfs","#805655"
"Xerollic Nadurargids","#60BCB1"
"Xerollic Natrargids","#8C995C"
"Xerollic Paleargids","#685FD4"
"Xerollic Paleorthids","#5FAF76"
"Abruptic Natrudolls","#60B696"
"Anhydritic Aquisalids","#EF5ABA"
"Anhydritic Haplosalids","#846057"
"Anthraltic Torriorthents","#FC5659"
"Anthraltic Sodic Xerorthents","#866657"
"Anthraltic Xerorthents","#7D5ED8"
"Anthrodensic Sodic Udorthents","#F55890"
"Anthrodensic Udorthents","#6A5FD5"
"Anthrodensic Ustorthents","#91895A"
"Anthropic Haplocambids","#60BBAD"
"Anthropic Petrocalcic Calciudolls","#EC5ACD"
"Anthroportic Udorthents","#F95774"
"Anthroportic Ustorthents","#F05AB4"
"Haploplaggic Alorthods","#765ED7"
"Haploplaggic Fragiaquods","#695FD5"
"Haploplaggic Fragiorthods","#5FAD6E"
"Haploplaggic Haplohumods","#819D5D"
"Haploplaggic Udipsamments","#5F68D1"
"Petrocalcic Argiudolls","#886A58"
"Petrocalcic Hapludolls","#60ACC3"
"Petrocalcic Natraquolls","#73A35E"
"Anthropic Udorthents","#5F7ECD"
"Terric Frassiwassists","#91895A"
"Terric Haplowassists","#B35DE0"
"Terric Sulfiwassists","#FC565E"
"Histic-Haplic Sulfaquents","#5F64D2"
"Humic-Fluic Frasiwassents","#8C7959"
"Humic Frasiwassents","#92965B"
"Not rated or not available","#DCDCDC"
